address,universal_access,elevators,heating_type,lat,lng,type
"11241 Avenue Drapeau (MTN) , Montreal",NON,unknown,,-73.633654,45.597574,Building
"11235 Avenue Salk (MTN) , Montreal",NON,unknown,,-73.623823,45.602516,Building
"1 Chemin du Musee (LCH) , Montreal",NON,unknown,,-73.666642,45.429446,Building
"1 Chemin du Musee (LCH) , Montreal",NON,unknown,,-73.666702,45.429626,Building
" Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.682571,45.430575,Building
"1800 Chemin des Iroquois (LCH) , Montreal",NON,unknown,,-73.67673,45.429547,Building
" Rue Badeaux (SLR) , Montreal",NON,unknown,,-73.690731,45.496842,Building
"170 Avenue Orchard (LSL) , Montreal",NON,unknown,,-73.647867,45.42266,Building
"4555 Avenue Bonavista , Montreal",NON,unknown,,-73.616742,45.484282,Building
" Rue Dorais (SLR) , Montreal",NON,unknown,,-73.689684,45.503131,Building
" Rue Dorais (SLR) , Montreal",NON,unknown,,-73.689808,45.502895,Building
"8299 Rue Centrale (LSL) , Montreal",NON,unknown,,-73.611038,45.421008,Building
"625 35e (LSL) Avenue , Montreal",NON,unknown,,-73.613474,45.420049,Building
" 35e (LSL) Avenue , Montreal",NON,unknown,,-73.613164,45.420134,Building
" Boulevard Bishop-Power (LSL) , Montreal",NON,unknown,,-73.601798,45.427635,Building
" Rue Dudemaine , Montreal",NON,unknown,,-73.688882,45.538889,Building
" Rue Serre (LSL) , Montreal",NON,unknown,,-73.621178,45.432574,Building
" Rue Clement (LSL) , Montreal",NON,unknown,,-73.652629,45.433575,Building
"55 Avenue Latour (LSL) , Montreal",NON,unknown,,-73.623267,45.417413,Building
" Avenue Latour (LSL) , Montreal",NON,unknown,,-73.623153,45.417125,Building
"695 54e (LCH) Avenue , Montreal",NON,unknown,,-73.718349,45.44385,Building
" Rue Victoria (LCH) , Montreal",NON,unknown,,-73.702212,45.440779,Building
" Rue Victoria (LCH) , Montreal",NON,unknown,,-73.702576,45.440696,Building
"4070 Rue Victoria (LCH) , Montreal",NON,unknown,,-73.701967,45.440702,Building
" Place de la Fontaine (VRD) , Montreal",NON,unknown,,-73.544449,45.463582,Building
" Boulevard LaSalle , Montreal",NON,unknown,,-73.575765,45.443621,Building
"6100 Boulevard Champlain , Montreal",NON,unknown,,-73.586738,45.448083,Building
"971 Rue Riverview (VRD) , Montreal",NON,unknown,,-73.577833,45.447224,Building
"530 Rue De Gaspe (VRD) , Montreal",NON,unknown,,-73.549577,45.456849,Building
"504 5e (VRD) Avenue , Montreal",NON,unknown,,-73.57144,45.455994,Building
"320 Rue de l' eglise (VRD) , Montreal",NON,unknown,,-73.568168,45.462657,Building
" Avenue des Recollets (MTN) , Montreal",NON,unknown,,-73.642669,45.593127,Building
" Rue Crawford (VRD) , Montreal",NON,unknown,,-73.591684,45.438574,Building
" Avenue Outremont (OUT) , Montreal",NON,unknown,,-73.615754,45.521337,Building
" Avenue Outremont (OUT) , Montreal",NON,unknown,,-73.616109,45.521469,Building
" Rue de Castille (MTN) , Montreal",NON,unknown,,-73.636185,45.592667,Building
" Rue de Castille (MTN) , Montreal",NON,unknown,,-73.63609,45.592388,Building
" Avenue des Recollets (MTN) , Montreal",NON,unknown,,-73.633361,45.583648,Building
" Avenue ethier (MTN) , Montreal",NON,unknown,,-73.635168,45.599127,Building
" Avenue Salk (MTN) , Montreal",NON,unknown,,-73.629001,45.605655,Building
" Rue Tardif (MTN) , Montreal",NON,unknown,,-73.616654,45.61787,Building
" Rue Esther-Blondin (LCH) , Montreal",NON,unknown,,-73.680014,45.445137,Building
" Rue Valery (SLN) , Montreal",NON,unknown,,-73.60942,45.583635,Building
" Rue Marcotte (SLR) , Montreal",NON,unknown,,-73.675999,45.528932,Building
" Rue de Compiègne (SLN) , Montreal",NON,unknown,,-73.604326,45.578371,Building
" Rue Bergevin (LSL) , Montreal",NON,unknown,,-73.652715,45.433968,Building
" Rue Dalmany (LSL) , Montreal",NON,unknown,,-73.658712,45.429507,Building
" Boulevard Provencher , Montreal",NON,unknown,,-73.592761,45.572529,Building
" Rue Poirier (SLR) , Montreal",NON,unknown,,-73.687692,45.527719,Building
" Avenue Orchard (LSL) , Montreal",NON,unknown,,-73.648149,45.423149,Building
" Rue Roy (SLR) , Montreal",NON,unknown,,-73.677281,45.513499,Building
" Place Saint-Louis (SLR) , Montreal",NON,unknown,,-73.680322,45.500983,Building
"11479 Avenue P.-M.-Favier (MTN) , Montreal",NON,unknown,,-73.615857,45.609688,Building
"500 Rue Laplante (LSL) , Montreal",NON,unknown,,-73.639139,45.43252,Building
" Rue Egan (VRD) , Montreal",NON,unknown,,-73.578673,45.452493,Building
"8600 Rue Hardy (LSL) , Montreal",NON,unknown,,-73.636752,45.43329,Building
" 35e (LSL) Avenue , Montreal",NON,unknown,,-73.613299,45.419852,Building
"7540 Rue Centrale (LSL) , Montreal",NON,unknown,,-73.596458,45.434228,Building
" Rue Cazeneuve (SLR) , Montreal",NON,unknown,,-73.702993,45.50189,Building
" Rue Cazeneuve (SLR) , Montreal",NON,unknown,,-73.702708,45.502043,Building
" Rue Marcotte (SLR) , Montreal",NON,unknown,,-73.675751,45.529309,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.942058,45.46266,Building
" Rue Beyries (LSL) , Montreal",NON,unknown,,-73.626582,45.418213,Building
"12357 Avenue Monty (MTN) , Montreal",NON,unknown,,-73.619978,45.621244,Building
"9199 Rue Centrale (LSL) , Montreal",NON,unknown,,-73.640149,45.418002,Building
"2201 Boulevard Cremazie E, Montreal",NON,unknown,,-73.621207,45.561321,Building
" Avenue Stuart (OUT) , Montreal",NON,unknown,,-73.607553,45.515496,Building
" Avenue des Recollets (MTN) , Montreal",NON,unknown,,-73.642541,45.593134,Building
" Rue Beauzèle (SLR) , Montreal",NON,unknown,,-73.720722,45.522569,Building
" Rue Beyries (LSL) , Montreal",NON,unknown,,-73.626687,45.419144,Building
"12025 Avenue Andre-Dumas , Montreal",NON,unknown,,-73.583761,45.637633,Building
"7277 Rue Cordner (LSL) , Montreal",NON,unknown,,-73.627106,45.445747,Building
"7540 Rue Centrale (LSL) , Montreal",NON,unknown,,-73.597066,45.435062,Building
" Boulevard Lavoisier (SLN) , Montreal",NON,unknown,,-73.606697,45.588977,Building
" Avenue Lausanne (MTN) , Montreal",NON,unknown,,-73.64233,45.581646,Building
" Avenue Desmarchais (VRD) , Montreal",NON,unknown,,-73.580242,45.454688,Building
" 1e (VRD) Avenue , Montreal",NON,unknown,,-73.574211,45.459195,Building
" Rue Bannantyne (VRD) , Montreal",NON,unknown,,-73.574818,45.465855,Building
" Rue Hickson (VRD) , Montreal",NON,unknown,,-73.568266,45.46482,Building
" Rue Hickson (VRD) , Montreal",NON,unknown,,-73.568292,45.464766,Building
" Rue de la Caserne , Montreal",NON,unknown,,-73.866718,45.481073,Building
" Boulevard Châteauneuf (ANJ) , Montreal",NON,unknown,,-73.555355,45.610476,Building
" Boulevard Châteauneuf (ANJ) , Montreal",NON,unknown,,-73.555386,45.610345,Building
" Boulevard Châteauneuf (ANJ) , Montreal",NON,unknown,,-73.555845,45.610481,Building
" Avenue de la Nantaise (ANJ) , Montreal",NON,unknown,,-73.555262,45.594078,Building
" Avenue de la Nantaise (ANJ) , Montreal",NON,unknown,,-73.553879,45.593002,Building
"9665 Boulevard Gouin O, Montreal",NON,unknown,,-73.784203,45.504744,Building
" Rue Robert (LSL) , Montreal",NON,unknown,,-73.621214,45.433119,Building
"1451 Avenue Ducharme , Montreal",NON,unknown,,-73.618452,45.521166,Building
" Rue Serre (LSL) , Montreal",NON,unknown,,-73.621173,45.432858,Building
"8296 Rue Grenache (ANJ) , Montreal",NON,unknown,,-73.569117,45.61401,Building
" 20e Avenue , Montreal",NON,unknown,,-73.579964,45.560518,Building
" Rue Sauve E, Montreal",NON,unknown,,-73.642607,45.571159,Building
" Rue de Matane (LSL) , Montreal",NON,unknown,,-73.633296,45.419026,Building
" Rue Daoust (LSL) , Montreal",NON,unknown,,-73.62417,45.427599,Building
" Rue Laplante (LSL) , Montreal",NON,unknown,,-73.639977,45.431983,Building
" Rue Paquette (LSL) , Montreal",NON,unknown,,-73.632537,45.428117,Building
" Rue Serre (LSL) , Montreal",NON,unknown,,-73.622341,45.433822,Building
" Rue Sainte-Catherine E, Montreal",NON,unknown,,-73.532304,45.550899,Building
" Avenue De Gaspe , Montreal",NON,unknown,,-73.592664,45.525898,Building
" Rue Clark , Montreal",NON,unknown,,-73.604536,45.52741,Building
" Rue Drolet , Montreal",NON,unknown,,-73.584196,45.523245,Building
" Rue Victor-E.-Beaupre , Montreal",NON,unknown,,-73.499864,45.659641,Building
" Rue Jean-Leduc , Montreal",NON,unknown,,-73.507251,45.654304,Building
" Rue La Valinière , Montreal",NON,unknown,,-73.592836,45.627382,Building
" Avenue Pierre-Blanchet , Montreal",NON,unknown,,-73.603252,45.627583,Building
" Avenue du Mont-Royal , Montreal",NON,unknown,,-73.566163,45.543542,Building
" Rue Saint-Andre , Montreal",NON,unknown,,-73.606766,45.538696,Building
" Avenue Laurier , Montreal",NON,unknown,,-73.567063,45.556832,Building
" Rue de Honfleur (SLN) , Montreal",NON,unknown,,-73.590243,45.591847,Building
" Rue de la Vigne (VRD) , Montreal",NON,unknown,,-73.547213,45.466056,Building
" Rue Beaudry , Montreal",NON,unknown,,-73.560021,45.520778,Building
" Rue Plessis , Montreal",NON,unknown,,-73.562267,45.524506,Building
" Rue Saint-Timothee , Montreal",NON,unknown,,-73.562314,45.518965,Building
" Rue Lucien-L'Allier , Montreal",NON,unknown,,-73.567233,45.493274,Building
" Avenue Viger , Montreal",NON,unknown,,-73.552922,45.513915,Building
" Rue Champdore , Montreal",NON,unknown,,-73.634708,45.56866,Building
" Avenue Ball , Montreal",NON,unknown,,-73.633387,45.53041,Building
" Avenue de l' epee (MTL) , Montreal",NON,unknown,,-73.641956,45.533925,Building
" Rue 51e , Montreal",NON,unknown,,-73.624072,45.581498,Building
" Rue Lajeunesse , Montreal",NON,unknown,,-73.665091,45.555267,Building
" Avenue de l' Alsace (ANJ) , Montreal",NON,unknown,,-73.583402,45.602771,Building
" Avenue de l' Alsace (ANJ) , Montreal",NON,unknown,,-73.583371,45.602813,Building
" Rue Dorion , Montreal",NON,unknown,,-73.556378,45.526234,Building
" Avenue ethier (MTN) , Montreal",NON,unknown,,-73.635796,45.601131,Building
" Boulevard Gouin , Montreal",NON,unknown,,-73.639295,45.609135,Building
" Avenue P.-M.-Favier (MTN) , Montreal",NON,unknown,,-73.615802,45.609938,Building
" Rue Clark , Montreal",NON,unknown,,-73.604785,45.527449,Building
"5900 Rue Clark , Montreal",NON,unknown,,-73.604433,45.527441,Building
"6025 Boulevard Metropolitain (SLN) , Montreal",NON,unknown,,-73.585873,45.589852,Building
" Avenue O'Brien (SLR) , Montreal",NON,unknown,,-73.690022,45.521339,Building
"33 5e (ROX) Avenue N, Montreal",NON,unknown,,-73.818433,45.512719,Building
" Rue de la Vigne (VRD) , Montreal",NON,unknown,,-73.546944,45.465287,Building
" Chemin du Cap-Saint-Jacques (PFD) , Montreal",NON,unknown,,-73.941708,45.46266,Building
"357 Avenue Dupras (LSL) , Montreal",NON,unknown,,-73.660373,45.431166,Building
"1615 Rue Tasse (SLR) , Montreal",NON,unknown,,-73.689899,45.51635,Building
"4885 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.707477,45.522545,Building
"1895 Rue de l' eglise (SLR) , Montreal",NON,unknown,,-73.68456,45.507211,Building
"235 Rue Bleignier (SLR) , Montreal",NON,unknown,,-73.673107,45.529293,Building
"2800 Rue Cazeneuve (SLR) , Montreal",NON,unknown,,-73.703144,45.501537,Building
,NON,unknown,,-73.613524,45.420142,Building
"7501 Avenue Rondeau (ANJ) , Montreal",NON,unknown,,-73.550609,45.61634,Building
"201 Rue Berlioz (VRD) , Montreal",NON,unknown,,-73.544626,45.460114,Building
" Avenue des Recollets (MTN) , Montreal",NON,unknown,,-73.642354,45.593082,Building
"350A Montee de l' eglise (IBZ) , Montreal",NON,unknown,,-73.881589,45.487632,Building
" Avenue Lausanne (MTN) , Montreal",NON,unknown,,-73.64274,45.58252,Building
" Avenue du Mont-Royal E, Montreal",NON,unknown,,-73.582074,45.524629,Building
"227 Rue Riverside , Montreal",NON,unknown,,-73.549772,45.490405,Building
" Rue Camille , Montreal",NON,unknown,,-73.751074,45.508232,Building
" 36e Avenue , Montreal",NON,unknown,,-73.508891,45.661732,Building
" Rue Paul-Boutet (MTL) , Montreal",NON,unknown,,-73.615226,45.559565,Building
"4305 Rue Hogan , Montreal",NON,unknown,,-73.564682,45.539753,Building
"3975 Avenue Laurier E, Montreal",NON,unknown,,-73.567035,45.556847,Building
" Rue 54e , Montreal",NON,unknown,,-73.626146,45.583368,Building
" Rue Boyer , Montreal",NON,unknown,,-73.623021,45.547053,Building
"4120 Boulevard Gouin E, Montreal",NON,unknown,,-73.64401,45.597646,Building
" Avenue Valois , Montreal",NON,unknown,,-73.543731,45.547487,Building
" Rue Saint-Hubert , Montreal",NON,unknown,,-73.59962,45.534802,Building
"240 9e (LSL) Avenue , Montreal",NON,unknown,,-73.600584,45.428216,Building
"5380 Rue Eadie , Montreal",NON,unknown,,-73.592232,45.464772,Building
"355 Rue Saint-Antoine O, Montreal",NON,unknown,electricite,-73.560694,45.503213,Building
" Boulevard De La Verendrye , Lasalle",1,unknown,,-73.62165,45.427028,Building
"4060 Rue Saint-Jacques , Montreal",NON,unknown,,-73.586598,45.477149,Building
"2220 Rue Dickson , Montreal",NON,unknown,,-73.533491,45.567764,Building
" 36e Avenue , Montreal",NON,unknown,,-73.489949,45.658779,Building
"9999 Rue Sherbrooke E, Montreal",NON,unknown,,-73.527453,45.615637,Building
"2100A Rue Notre-Dame E, Montreal",NON,unknown,,-73.544909,45.525548,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.631492,45.579666,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.629019,45.58051,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.627795,45.580384,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.626495,45.579868,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.625653,45.57938,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.624403,45.578822,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.623339,45.578337,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.62197,45.577778,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.621217,45.577388,Building
" Pont Pie-IX , Montreal",NON,unknown,,-73.618481,45.576206,Building
" , Montreal",NON,unknown,,-73.52343,45.564944,Building
" Boulevard Saint-Joseph (LCH) , Montreal",NON,unknown,,-73.655421,45.436734,Building
"6280 Rue Notre-Dame E, Montreal",NON,unknown,,-73.521052,45.570696,Building
"1000 Rue Lambert-Closse , Montreal",NON,unknown,,-73.581223,45.48724,Building
"3444 Rue Saint-Joseph E, Montreal",NON,unknown,,-73.565988,45.550854,Building
" Rue Dorion , Montreal",NON,unknown,electricite,-73.556229,45.526133,Building
" Rue Dorion , Montreal",NON,unknown,electricite,-73.556679,45.526306,Building
 Rue Theodore,NON,unknown,,-73.543393,45.56055,Building
"1500 Chemin Remembrance , Montreal",NON,unknown,,-73.594338,45.501724,Building
"4101 Rue Sherbrooke E, Montreal",NON,unknown,,-73.555023,45.557261,Building
"9555 Avenue Christophe-Colomb , Montreal",NON,unknown,,-73.647767,45.558573,Building
" Avenue Armand-Chaput , Montreal",NON,unknown,,-73.528107,45.661507,Building
" Rue d' Iberville (MTL) , Montreal",NON,unknown,,-73.544998,45.528856,Building
" Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.686783,45.529297,Building
" Avenue Marcelin-Wilson , Montreal",NON,unknown,,-73.684388,45.537508,Building
" Boulevard Ray-Lawson (ANJ) , Montreal",NON,unknown,,-73.579243,45.622281,Building
" Boulevard Henri-Bourassa E, Montreal",NON,unknown,,-73.658723,45.57074,Building
"11702 Rue Sainte-Catherine E, Montreal",NON,unknown,,-73.507114,45.636365,Building
" Rue Butler , Montreal",NON,unknown,,-73.569654,45.475059,Building
" Rue Saint-Patrick , Montreal",NON,unknown,,-73.616217,45.452843,Building
"800 Rue Wellington , Montreal",NON,unknown,,-73.55504,45.495743,Building
"2595 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.686509,45.529382,Building
"2595 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.68546,45.52943,Building
"13301 Rue Sherbrooke E, Montreal",NON,unknown,,-73.50912,45.660011,Building
"6761 Rue Beaubien E, Montreal",NON,unknown,,-73.559415,45.590993,Building
"4711 Rue Sainte-Catherine E, Montreal",NON,unknown,,-73.531596,45.554732,Building
"5600 Rue Hochelaga , Montreal",NON,unknown,,-73.537435,45.567571,Building
"655 Rue Sauriol E, Montreal",NON,unknown,,-73.658342,45.55446,Building
" Avenue du Parc , Montreal",NON,unknown,,-73.60142,45.521597,Building
"8077 Boulevard Henri-Bourassa E, Montreal",NON,unknown,,-73.580554,45.626731,Building
"5055 Rue Joffre , Montreal",NON,unknown,,-73.53274,45.607294,Building
"911 Rue Jean-Talon E, Montreal",NON,unknown,,-73.613358,45.541604,Building
"6650 Chemin de la Côte-Saint-Luc , Montreal",NON,unknown,electricite,-73.649218,45.470184,Building
"6585 Chemin de la Côte-des-Neiges , Montreal",NON,unknown,,-73.635181,45.502522,Building
"999 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.677949,45.540897,Building
"3455 Rue Robert-Chevalier , Montreal",NON,unknown,,-73.511351,45.656055,Building
"4949 Boulevard Metropolitain (SLN) E, Montreal",NON,unknown,,-73.593333,45.578873,Building
"201 Avenue Laurier E, Montreal",NON,unknown,,-73.591295,45.525122,Building
"888 Boulevard de Maisonneuve E, Montreal",NON,unknown,,-73.559474,45.516661,Building
"5160 Boulevard Decarie , Montreal",NON,unknown,,-73.63089,45.483845,Building
"5945 Boulevard Gouin O, Montreal",NON,unknown,,-73.721529,45.531819,Building
"6240 Avenue Christophe-Colomb , Montreal",NON,unknown,,-73.599365,45.536533,Building
"14115 Rue Prince-Arthur , Montreal",NON,unknown,,-73.509439,45.671526,Building
"1390 Boulevard Rosemont , Montreal",NON,unknown,,-73.591994,45.537845,Building
"1884 Rue Saint-Germain , Montreal",NON,unknown,,-73.545941,45.541188,Building
"4280 Rue De Bullion , Montreal",NON,unknown,,-73.58301,45.520128,Building
"333 Rue Peel , Montreal",NON,unknown,,-73.560834,45.494811,Building
"161 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.6728,45.547964,Building
"10526 Boulevard de l' Acadie , Montreal",NON,unknown,,-73.67846,45.532465,Building
"6525 Boulevard Saint-Laurent , Montreal",NON,unknown,,-73.608939,45.530716,Building
"8200 Avenue Chenier (ANJ) , Montreal",NON,unknown,,-73.541074,45.601377,Building
" Rue De Salaberry (PFD) , Montreal",NON,unknown,,-73.756529,45.505533,Building
"425 Place Jacques-Cartier , Montreal",NON,unknown,,-73.552781,45.508045,Building
"9452 Boulevard du Golf (ANJ) , Montreal",NON,unknown,,-73.562907,45.623343,Building
"8595 Boulevard Maurice-Duplessis , Montreal",NON,unknown,,-73.580783,45.638625,Building
" Rue Mill , Montreal",NON,unknown,,-73.551556,45.493639,Building
"815 Rue Bel-Air , Montreal",NON,unknown,,-73.583119,45.482626,Building
"740 Rue Notre-Dame O, Montreal",NON,unknown,,-73.560209,45.499362,Building
"3565 Rue Jarry E, Montreal",NON,unknown,,-73.607366,45.566613,Building
"10120 Avenue D'Auteuil , Montreal",NON,unknown,,-73.660392,45.549843,Building
"930 Rue Wellington , Montreal",NON,unknown,,-73.555588,45.494982,Building
"4707 Rue Notre-Dame O, Montreal",NON,unknown,,-73.5892,45.472713,Building
"2093 Rue de la Visitation , Montreal",NON,unknown,,-73.562711,45.522787,Building
"225 Rue Ontario E, Montreal",NON,unknown,,-73.566668,45.514121,Building
"405 Avenue Ogilvy , Montreal",NON,unknown,,-73.624864,45.530696,Building
"555 Rue Chabanel O, Montreal",NON,unknown,,-73.655404,45.538215,Building
"460 Boulevard Marien , Montreal",NON,unknown,,-73.512918,45.634816,Building
"465 Rue Saint-Jean , Montreal",NON,unknown,,-73.557276,45.502632,Building
"5660 Rue du Hautbois (SLN) , Montreal",NON,unknown,,-73.582358,45.583791,Building
" Rue Saint-Andre E, Montreal",NON,unknown,,-73.61204,45.540859,Building
"3700 Boulevard Cremazie E, Montreal",NON,unknown,,-73.602922,45.56597,Building
"570 Avenue Beaumont , Montreal",NON,unknown,electricite,-73.619761,45.526922,Building
"6557 Avenue de l' Esplanade , Montreal",NON,unknown,electricite,-73.612878,45.529101,Building
"450 Rue Saint-Paul , Montreal",NON,unknown,,-73.551063,45.510549,Building
"1240 Rue Saint-Marc , Montreal",NON,unknown,,-73.57946,45.492075,Building
"2507 Boulevard Rosemont , Montreal",NON,unknown,,-73.586282,45.546801,Building
"600 Rue Fullum , Montreal",NON,unknown,,-73.546236,45.526028,Building
"8925 Rue Pascal-Gagnon , Montreal",NON,unknown,,-73.59329,45.604879,Building
"4807 Rue Molson , Montreal",NON,unknown,electricite,-73.569526,45.54216,Building
"8695 Rue Hochelaga , Montreal",NON,unknown,,-73.520281,45.601238,Building
"150 15e (LCH) Avenue , Montreal",NON,unknown,,-73.676914,45.434414,Building
"6850 Rue Sherbrooke E, Montreal",NON,unknown,,-73.541384,45.584919,Building
"9100 Boulevard Pie-IX , Montreal",NON,unknown,electricite,-73.621706,45.578891,Building
"5800 Rue Saint-Denis , Montreal",NON,unknown,,-73.598148,45.530515,Building
"160 Rue Deslauriers (SLR) , Montreal",NON,unknown,,-73.658257,45.521644,Building
"5252 Boulevard de Maisonneuve O, Montreal",NON,unknown,,-73.604696,45.473376,Building
"1555 Rue Carrie-Derick , Montreal",NON,unknown,,-73.540248,45.48092,Building
"3711 Rue Saint-Antoine , Montreal",NON,unknown,,-73.586088,45.481701,Building
"3171 Rue Saint-Jacques , Montreal",NON,unknown,,-73.580367,45.483574,Building
"6400 Rue Clark , Montreal",NON,unknown,,-73.60845,45.529171,Building
" Chemin des Moulins , Montreal",NON,unknown,,-73.544927,45.488864,Building
" Rue Notre-Dame , Montreal",NON,unknown,,-73.539244,45.538671,Building
" Rue Bellerive , Montreal",NON,unknown,,-73.508407,45.6107,Building
" Rue Notre-Dame , Montreal",NON,unknown,,-73.508052,45.584733,Building
" Rue Dickson , Montreal",NON,unknown,,-73.520978,45.564173,Building
" Rue Notre-Dame , Montreal",NON,unknown,,-73.527536,45.556751,Building
" Rue du Port , Montreal",NON,unknown,,-73.531344,45.547155,Building
" Rue Notre-Dame , Montreal",NON,unknown,,-73.535181,45.543841,Building
" Avenue Laurendeau (MTE) , Montreal",NON,unknown,,-73.49489,45.630978,Building
"6680 Rue Sherbrooke E, Montreal",NON,unknown,,-73.542355,45.583309,Building
"4567 Rue Hochelaga , Montreal",NON,unknown,,-73.545586,45.557667,Building
"6830 Boulevard Joseph-Renaud (ANJ) , Montreal",NON,unknown,,-73.552766,45.605012,Building
"3530 Rue Adam , Montreal",NON,unknown,,-73.540498,45.543254,Building
"1151 Rue Mill , Montreal",NON,unknown,,-73.552197,45.490419,Building
"500 Rue Joffre , Montreal",NON,unknown,,-73.51327,45.600709,Building
"4251 Rue Saint-Urbain , Montreal",NON,unknown,electricite,-73.583548,45.517449,Building
"7405 Avenue Harley , Montreal",NON,unknown,electricite,-73.638894,45.454822,Building
"11 Boulevard Saint-Jean-Baptiste , Montreal",NON,unknown,,-73.489318,45.640113,Building
"8955 Rue Meunier , Montreal",NON,unknown,,-73.648161,45.539382,Building
"1010 Rue Sainte-Catherine O, Montreal",1,unknown,,-73.572118,45.500208,Building
"7958 Rue Hochelaga , Montreal",NON,unknown,electricite,-73.523662,45.59416,Building
"10897 Rue du Pont , Montreal",NON,unknown,,-73.661098,45.574862,Building
"12750 Avenue Fernand-Gauthier , Montreal",NON,unknown,,-73.605823,45.636747,Building
"1475 Avenue Bennett , Montreal",NON,unknown,,-73.5336,45.553697,Building
"5237 Avenue Clanranald , Montreal",NON,unknown,,-73.633599,45.482535,Building
"6870 Rue de Terrebonne , Montreal",NON,unknown,,-73.638413,45.462234,Building
"410 Rue Saint-Nicolas , Montreal",NON,unknown,,-73.55589,45.502077,Building
"1322 Rue Chabanel E, Montreal",NON,unknown,,-73.640584,45.559457,Building
"1215 Rue Beaubien , Montreal",NON,unknown,,-73.600882,45.538931,Building
"421 Rue Saint-Roch , Montreal",NON,unknown,electricite,-73.62937,45.531766,Building
" Rue de la Caserne , Montreal",NON,unknown,,-73.866615,45.481097,Building
"1 Chemin du Musee (LCH) , Montreal",NON,unknown,,-73.666655,45.43012,Building
"292 Chemin Senneville (SNV) , Montreal",1,unknown,,-73.953941,45.444699,Building
" Avenue De Lorimier , Montreal",NON,unknown,,-73.580172,45.537552,Building
"5755 Avenue De Gaspe , Montreal",NON,unknown,,-73.601631,45.528228,Building
" Rue Filion , Montreal",NON,unknown,,-73.696026,45.529814,Building
" Avenue du Docteur-Penfield , Montreal",NON,unknown,,-73.57973,45.505703,Building
" Rue Notre-Dame E, Montreal",NON,unknown,,-73.492353,45.634491,Building
" , Montreal",NON,unknown,,-73.583514,45.519359,Building
"5425 8e Avenue , Montreal",NON,unknown,,-73.57502,45.549081,Building
"6080 Boulevard Monk , Montreal",NON,unknown,,-73.595143,45.457442,Building
"130 Chemin du Tour-de-l'Isle , Montreal",NON,unknown,,-73.5348,45.51188,Building
"130 Chemin du Tour-de-l'Isle , Montreal",NON,unknown,,-73.533852,45.513124,Building
"130 Chemin du Tour-de-l'Isle , Montreal",NON,unknown,,-73.534777,45.512172,Building
"130 Chemin du Tour-de-l'Isle , Montreal",NON,unknown,,-73.533514,45.512999,Building
"130 Chemin du Tour-de-l'Isle , Montreal",NON,unknown,,-73.533989,45.512945,Building
"246 Chemin du Bord-du-Lac-Lakeshore , Montreal",NON,unknown,,-73.822399,45.42976,Building
"130 Chemin du Tour-de-l'Isle , Montreal",NON,unknown,,-73.534962,45.511986,Building
"130 Chemin du Tour-de-l'Isle , Montreal",NON,unknown,,-73.53514,45.512107,Building
"1200 Boulevard Henri-Bourassa O, Montreal",NON,unknown,,-73.676322,45.539774,Building
"3500 Avenue Laurier , Montreal",NON,unknown,,-73.568383,45.552275,Building
"800 Rue Mill , Montreal",NON,unknown,,-73.550602,45.494554,Building
"2115A Chemin du Bord-du-Lac (IBZ) , Montreal",NON,unknown,,-73.900606,45.516742,Building
" Rue de la Commune O, Montreal",NON,unknown,,-73.554013,45.492976,Building
